Date	Keyword	City	State	Value	Center	latitude	longitude
20230209	VinylChloride	Columbia-Jefferson City	MO	22	Jefferson City	38.577359	-92.1724265
20230209	VinylChloride	Minot-Bismarck-Dickinson(Williston)	ND	21	Dickinson	46.8791756	-102.7896242
20230209	VinylChloride	Tri-Cities	TN-VA	20	Cities	36.457685	-82.534731
20230209	VinylChloride	Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon	IL	17	Mount Vernon	38.3172715	-88.9031201
20230209	VinylChloride	Columbia	SC	16	Columbia	34.0007493	-81.0343313
20230209	VinylChloride	Corpus Christi	TX	15	Corpus Christi	27.7635302	-97.4033191
20230209	VinylChloride	Tyler-Longview(Lufkin & Nacogdoches)	TX	15	Longview	32.5007031	-94.74049
20230209	VinylChloride	Gainesville	FL	14	Gainesville	29.6519684	-82.3249846
20230209	VinylChloride	Palm Springs	CA	14	Palm Springs	33.77217945	-116.49529769683984
20230209	VinylChloride	Madison	WI	12	Madison	43.074761	-89.3837613
20230209	VinylChloride	Dayton	OH	12	Dayton	39.7589478	-84.1916069
20230209	VinylChloride	Youngstown	OH	12	Youngstown	41.1035786	-80.6520161
20230209	VinylChloride	Santa Barbara-Santa Maria-San Luis Obispo	CA	11	San Luis Obispo	35.3540209	-120.3757163
20230209	VinylChloride	Ft. Wayne	IN	11	Ft. Wayne	41.0799898	-85.1386015
20230209	VinylChloride	Tallahassee FL-Thomasville	GA	9	Thomasville	30.8365815	-83.9787808
20230209	VinylChloride	Medford-Klamath Falls	OR	9	Klamath Falls	42.224867	-121.7816704
20230209	VinylChloride	Tucson (Sierra Vista)	AZ	7	Tucson	32.2228765	-110.9748477
20230209	VinylChloride	La Crosse-Eau Claire	WI	7	Eau Claire	44.811349	-91.4984941
20230209	VinylChloride	Fresno-Visalia	CA	7	Visalia	36.3302284	-119.292058
20230209	VinylChloride	Traverse City-Cadillac	MI	7	Cadillac	44.3353211	-85.5741088
20230209	VinylChloride	Waco-Temple-Bryan	TX	7	Bryan	30.6743643	-96.3699632
20230209	VinylChloride	Springfield	MO	7	Springfield	37.1968298	-93.2946576
20230209	VinylChloride	Tulsa	OK	7	Tulsa	36.1563122	-95.9927516
20230209	VinylChloride	Wilmington	NC	7	Wilmington	34.2257282	-77.9447107
20230209	VinylChloride	Las Vegas	NV	6	Las Vegas	36.1672559	-115.148516
20230209	VinylChloride	Birmingham	AL	6	Birmingham	33.5206824	-86.8024326
20230209	VinylChloride	Wilkes Barre-Scranton	PA	5	Scranton	41.4086874	-75.6621294
20230209	VinylChloride	Pittsburgh	PA	5	Pittsburgh	40.4416941	-79.9900861
20230209	VinylChloride	Rochester	NY	5	Rochester	43.157285	-77.615214
20230209	VinylChloride	Albuquerque-Santa Fe	NM	4	Santa Fe	35.6876096	-105.938456
20230209	VinylChloride	Cleveland-Akron (Canton)	OH	4	Akron	41.083064	-81.518485
20230209	VinylChloride	Green Bay-Appleton	WI	4	Appleton	44.2613967	-88.4069744
20230209	VinylChloride	Colorado Springs-Pueblo	CO	4	Pueblo	38.2544472	-104.609141
20230209	VinylChloride	Ft. Myers-Naples	FL	3	Naples	26.1421976	-81.7942944
20230209	VinylChloride	Portland-Auburn	ME	3	Auburn	44.0978509	-70.2311655
20230209	VinylChloride	Columbus	OH	3	Columbus	39.9622601	-83.0007065
20230209	VinylChloride	Greenville-Spartanburg SC-Asheville NC-Anderson	SC	3	Anderson	34.5258335	-82.652962
20230209	VinylChloride	Norfolk-Portsmouth-Newport News	VA	3	Newport News	36.9775016	-76.42977
20230209	VinylChloride	Milwaukee	WI	2	Milwaukee	43.0349931	-87.922497
20230209	VinylChloride	Oklahoma City	OK	2	Oklahoma City	35.4729886	-97.5170536
20230209	VinylChloride	Harrisburg-Lancaster-Lebanon-York	PA	2	York	39.9067499	-76.7008946
20230209	VinylChloride	Jacksonville	FL	2	Jacksonville	30.3321838	-81.655651
20230209	VinylChloride	Portland	OR	1	Portland	45.5202471	-122.674194
20230209	VinylChloride	St. Louis	MO	1	St. Louis	38.6280278	-90.1910154
20230209	VinylChloride	Charlotte	NC	1	Charlotte	35.2272086	-80.8430827
20230209	VinylChloride	Minneapolis-St. Paul	MN	1	St. Paul	44.9497487	-93.0931028
20230209	VinylChloride	Denver	CO	1	Denver	39.7392364	-104.984862
20230209	VinylChloride	Sacramento-Stockton-Modesto	CA	1	Modesto	37.6390972	-120.9968782
20230209	VinylChloride	Philadelphia	PA	1	Philadelphia	39.9527237	-75.1635262
20230209	VinylChloride	Boston MA-Manchester	NH	1	Manchester	42.9956397	-71.4547891
20230209	VinylChloride	Miami-Ft. Lauderdale	FL	1	Ft. Lauderdale	26.1223084	-80.1433786
20230209	VinylChloride	Dallas-Ft. Worth	TX	1	Ft. Worth	32.753177	-97.3327459
20230209	VinylChloride	Washington DC (Hagerstown	MD)	1	Washington DC	39.0108743	-77.17737392001567
20230209	VinylChloride	San Francisco-Oakland-San Jose	CA	1	San Jose	37.3361663	-121.890591
20230210	VinylChloride	Victoria	TX	100	Victoria	28.8026443	-96.9766308
20230210	VinylChloride	Elmira	NY	21	Elmira	42.0897965	-76.8077338
20230210	VinylChloride	Wichita Falls TX & Lawton	OK	20	Lawton	34.6086854	-98.3903305
20230210	VinylChloride	Marquette	MI	14	Marquette	46.4481521	-87.6305899
20230210	VinylChloride	Jackson	TN	13	Jackson	35.6144446	-88.8177418
20230210	VinylChloride	Rapid City	SD	12	Rapid City	44.0806041	-103.2280239
20230210	VinylChloride	Jonesboro	AR	11	Jonesboro	35.8272257	-90.6949871
20230210	VinylChloride	Columbia-Jefferson City	MO	9	Jefferson City	38.577359	-92.1724265
20230210	VinylChloride	Ft. Wayne	IN	8	Ft. Wayne	41.0799898	-85.1386015
20230210	VinylChloride	Tyler-Longview(Lufkin & Nacogdoches)	TX	8	Longview	32.5007031	-94.74049
20230210	VinylChloride	Utica	NY	7	Utica	43.1009031	-75.2326641
20230210	VinylChloride	Columbus-Tupelo-West Point	MS	7	West Point	33.6076186	-88.6503255
20230210	VinylChloride	Fargo-Valley City	ND	7	Valley City	46.923313	-98.003155
20230210	VinylChloride	Charleston-Huntington	WV	5	Huntington	38.4192496	-82.445154
20230210	VinylChloride	Minot-Bismarck-Dickinson(Williston)	ND	5	Dickinson	46.8791756	-102.7896242
20230210	VinylChloride	Charlottesville	VA	4	Charlottesville	38.029306	-78.4766781
20230210	VinylChloride	Springfield-Holyoke	MA	3	Holyoke	42.2071434	-72.60765
20230210	VinylChloride	Spokane	WA	3	Spokane	47.6571934	-117.42351
20230210	VinylChloride	Des Moines-Ames	IA	3	Ames	42.0267567	-93.6170448
20230210	VinylChloride	Dayton	OH	3	Dayton	39.7589478	-84.1916069
20230210	VinylChloride	Omaha	NE	3	Omaha	41.2587459	-95.9383758
20230210	VinylChloride	Florence-Myrtle Beach	SC	2	Myrtle Beach	33.6956461	-78.8900409
20230210	VinylChloride	Cincinnati	OH	2	Cincinnati	39.1014537	-84.5124602
20230210	VinylChloride	Champaign & Springfield-Decatur	IL	2	Decatur	39.8454163	-88.9524151
20230210	VinylChloride	Syracuse	NY	2	Syracuse	43.0481221	-76.1474244
20230210	VinylChloride	Wichita-Hutchinson	KS	2	Hutchinson	38.0608444	-97.9297743
20230210	VinylChloride	Rochester	NY	2	Rochester	43.157285	-77.615214
20230210	VinylChloride	Columbus	OH	2	Columbus	39.9622601	-83.0007065
20230210	VinylChloride	Baltimore	MD	2	Baltimore	39.2908816	-76.610759
20230210	VinylChloride	Oklahoma City	OK	2	Oklahoma City	35.4729886	-97.5170536
20230210	VinylChloride	Wilkes Barre-Scranton	PA	1	Scranton	41.4086874	-75.6621294
20230210	VinylChloride	St. Louis	MO	1	St. Louis	38.6280278	-90.1910154
20230210	VinylChloride	Fresno-Visalia	CA	1	Visalia	36.3302284	-119.292058
20230210	VinylChloride	Seattle-Tacoma	WA	1	Tacoma	47.2495798	-122.439874
20230210	VinylChloride	Nashville	TN	1	Nashville	36.1622767	-86.7742984
20230210	VinylChloride	Ft. Myers-Naples	FL	1	Naples	26.1421976	-81.7942944
20230210	VinylChloride	Minneapolis-St. Paul	MN	1	St. Paul	44.9497487	-93.0931028
20230210	VinylChloride	Kansas City	MO	1	Kansas City	39.100105	-94.5781416
20230210	VinylChloride	Birmingham	AL	1	Birmingham	33.5206824	-86.8024326
20230210	VinylChloride	Indianapolis	IN	1	Indianapolis	39.7683331	-86.1583502
20230210	VinylChloride	Portland	OR	1	Portland	45.5202471	-122.674194
20230210	VinylChloride	Pittsburgh	PA	1	Pittsburgh	40.4416941	-79.9900861
20230210	VinylChloride	Cleveland-Akron (Canton)	OH	1	Akron	41.083064	-81.518485
20230210	VinylChloride	San Diego	CA	1	San Diego	32.7174202	-117.1627728
20230210	VinylChloride	Hartford & New Haven	CT	1	New Haven	41.3082138	-72.9250518
20230210	VinylChloride	Washington DC (Hagerstown	MD)	1	Washington DC	39.0108743	-77.17737392001567
20230210	VinylChloride	Denver	CO	1	Denver	39.7392364	-104.984862
20230211	VinylChloride	Victoria	TX	100	Victoria	28.8026443	-96.9766308
20230211	VinylChloride	Alexandria	LA	68	Alexandria	33.768701	-85.88066868678666
20230211	VinylChloride	Great Falls	MT	52	Great Falls	47.5048851	-111.29189
20230211	VinylChloride	Yuma AZ-El Centro	CA	48	El Centro	32.792	-115.563051
20230211	VinylChloride	Dothan	AL	44	Dothan	31.2237434	-85.3933906
20230211	VinylChloride	Rochester MN-Mason City IA-Austin	MN	38	Austin	43.6680928	-92.9744896
20230211	VinylChloride	Clarksburg-Weston	WV	30	Weston	39.0384274	-80.467313
20230211	VinylChloride	Binghamton	NY	28	Binghamton	42.0987125	-75.9125262
20230211	VinylChloride	San Angelo	TX	28	San Angelo	31.4649685	-100.4405094
20230211	VinylChloride	Johnstown-Altoona	PA	20	Altoona	40.518681	-78.394736
20230211	VinylChloride	Tucson (Sierra Vista)	AZ	16	Tucson	32.2228765	-110.9748477
20230211	VinylChloride	Idaho Falls-Pocatello	ID	16	Pocatello	42.8620287	-112.450627
20230211	VinylChloride	Lansing	MI	12	Lansing	42.7337712	-84.5553805
20230211	VinylChloride	Wausau-Rhinelander	WI	11	Rhinelander	45.636623	-89.412075
20230211	VinylChloride	Macon	GA	11	Macon	32.8406946	-83.6324022
20230211	VinylChloride	Santa Barbara-Santa Maria-San Luis Obispo	CA	11	San Luis Obispo	35.3540209	-120.3757163
20230211	VinylChloride	Eugene	OR	11	Eugene	44.0505054	-123.0950506
20230211	VinylChloride	Columbus	GA	10	Columbus	32.4610708	-84.9880449
20230211	VinylChloride	Evansville	IN	9	Evansville	37.9747645	-87.5558483
20230211	VinylChloride	Fargo-Valley City	ND	8	Valley City	46.923313	-98.003155
20230211	VinylChloride	Youngstown	OH	8	Youngstown	41.1035786	-80.6520161
20230211	VinylChloride	Charleston	SC	8	Charleston	32.7884363	-79.9399309
20230211	VinylChloride	Knoxville	TN	7	Knoxville	35.9603948	-83.9210261
20230211	VinylChloride	Springfield-Holyoke	MA	7	Holyoke	42.2071434	-72.60765
20230211	VinylChloride	Bakersfield	CA	7	Bakersfield	35.3738712	-119.0194639
20230211	VinylChloride	Tyler-Longview(Lufkin & Nacogdoches)	TX	7	Longview	32.5007031	-94.74049
20230211	VinylChloride	Dayton	OH	7	Dayton	39.7589478	-84.1916069
20230211	VinylChloride	Flint-Saginaw-Bay City	MI	7	Bay City	43.5944677	-83.8888648
20230211	VinylChloride	Ft. Smith-Fayetteville-Springdale-Rogers	AR	7	Rogers	36.3320197	-94.1185366
20230211	VinylChloride	Tri-Cities	TN-VA	6	Cities	36.457685	-82.534731
20230211	VinylChloride	Waco-Temple-Bryan	TX	6	Bryan	30.6743643	-96.3699632
20230211	VinylChloride	Madison	WI	6	Madison	43.074761	-89.3837613
20230211	VinylChloride	Cleveland-Akron (Canton)	OH	5	Akron	41.083064	-81.518485
20230211	VinylChloride	Kansas City	MO	5	Kansas City	39.100105	-94.5781416
20230211	VinylChloride	Birmingham	AL	5	Birmingham	33.5206824	-86.8024326
20230211	VinylChloride	Boise	ID	5	Boise	43.6166163	-116.200886
20230211	VinylChloride	Columbia	SC	5	Columbia	34.0007493	-81.0343313
20230211	VinylChloride	Columbus	OH	5	Columbus	39.9622601	-83.0007065
20230211	VinylChloride	Oklahoma City	OK	4	Oklahoma City	35.4729886	-97.5170536
20230211	VinylChloride	New Orleans	LA	4	New Orleans	29.9759983	-90.0782127
20230211	VinylChloride	Raleigh-Durham (Fayetteville)	NC	4	Durham	35.996653	-78.9018053
20230211	VinylChloride	Pittsburgh	PA	4	Pittsburgh	40.4416941	-79.9900861
20230211	VinylChloride	Providence RI-New Bedford	MA	4	New Bedford	41.6362152	-70.934205
20230211	VinylChloride	Greenville-Spartanburg SC-Asheville NC-Anderson	SC	4	Anderson	34.5258335	-82.652962
20230211	VinylChloride	Sacramento-Stockton-Modesto	CA	3	Modesto	37.6390972	-120.9968782
20230211	VinylChloride	Cincinnati	OH	3	Cincinnati	39.1014537	-84.5124602
20230211	VinylChloride	Portland	OR	3	Portland	45.5202471	-122.674194
20230211	VinylChloride	Honolulu	HI	3	Honolulu	21.304547	-157.855676
20230211	VinylChloride	Mobile AL-Pensacola (Ft. Walton Beach)	FL	3	Pensacola	30.421309	-87.2169149
20230211	VinylChloride	Jacksonville	FL	3	Jacksonville	30.3321838	-81.655651
20230211	VinylChloride	Nashville	TN	2	Nashville	36.1622767	-86.7742984
20230211	VinylChloride	Baltimore	MD	2	Baltimore	39.2908816	-76.610759
20230211	VinylChloride	Phoenix	AZ	2	Phoenix	33.4484367	-112.074141
20230211	VinylChloride	Minneapolis-St. Paul	MN	2	St. Paul	44.9497487	-93.0931028
20230211	VinylChloride	Orlando-Daytona Beach-Melbourne	FL	2	Melbourne	28.106471	-80.6371513
20230211	VinylChloride	Boston MA-Manchester	NH	2	Manchester	42.9956397	-71.4547891
20230211	VinylChloride	St. Louis	MO	2	St. Louis	38.6280278	-90.1910154
20230211	VinylChloride	Philadelphia	PA	2	Philadelphia	39.9527237	-75.1635262
20230211	VinylChloride	Washington DC (Hagerstown	MD)	2	Washington DC	39.0108743	-77.17737392001567
20230211	VinylChloride	Chicago	IL	2	Chicago	41.8755616	-87.6244212
20230211	VinylChloride	Seattle-Tacoma	WA	2	Tacoma	47.2495798	-122.439874
20230211	VinylChloride	Hartford & New Haven	CT	2	New Haven	41.3082138	-72.9250518
20230211	VinylChloride	Denver	CO	1	Denver	39.7392364	-104.984862
20230211	VinylChloride	San Diego	CA	1	San Diego	32.7174202	-117.1627728
20230211	VinylChloride	Atlanta	GA	1	Atlanta	33.7489924	-84.3902644
20230211	VinylChloride	Houston	TX	1	Houston	29.7589382	-95.3676974
20230211	VinylChloride	San Francisco-Oakland-San Jose	CA	1	San Jose	37.3361663	-121.890591
20230211	VinylChloride	New York	NY	1	New York	40.7127281	-74.0060152
20230211	VinylChloride	Dallas-Ft. Worth	TX	1	Ft. Worth	32.753177	-97.3327459
20230211	VinylChloride	Tampa-St. Petersburg (Sarasota)	FL	1	St. Petersburg	27.7703796	-82.6695085
20230212	VinylChloride	Presque Isle	ME	100	Presque Isle	46.6832082	-68.0141431
20230212	VinylChloride	Victoria	TX	62	Victoria	28.8026443	-96.9766308
20230212	VinylChloride	Ottumwa IA-Kirksville	MO	39	Kirksville	40.1948848	-92.5833939
20230212	VinylChloride	Greenwood-Greenville	MS	25	Greenville	33.4000633	-91.0551312
20230212	VinylChloride	Utica	NY	24	Utica	43.1009031	-75.2326641
20230212	VinylChloride	Lubbock	TX	24	Lubbock	33.5634402	-101.8792389
20230212	VinylChloride	Helena	MT	21	Helena	46.5927425	-112.036277
20230212	VinylChloride	Clarksburg-Weston	WV	15	Weston	39.0384274	-80.467313
20230212	VinylChloride	Sherman TX-Ada	OK	12	Ada	34.7743383	-96.6783651
20230212	VinylChloride	Wheeling WV-Steubenville	OH	11	Steubenville	40.3697905	-80.6339638
20230212	VinylChloride	Harrisonburg	VA	10	Harrisonburg	38.4493315	-78.8688833
20230212	VinylChloride	Syracuse	NY	10	Syracuse	43.0481221	-76.1474244
20230212	VinylChloride	Augusta	GA	9	Augusta	33.4709714	-81.9748429
20230212	VinylChloride	Minot-Bismarck-Dickinson(Williston)	ND	9	Dickinson	46.8791756	-102.7896242
20230212	VinylChloride	Salisbury	MD	8	Salisbury	38.366027	-75.6009964
20230212	VinylChloride	Dayton	OH	7	Dayton	39.7589478	-84.1916069
20230212	VinylChloride	Binghamton	NY	7	Binghamton	42.0987125	-75.9125262
20230212	VinylChloride	Johnstown-Altoona	PA	6	Altoona	40.518681	-78.394736
20230212	VinylChloride	Lexington	KY	6	Lexington	38.0464066	-84.4970393
20230212	VinylChloride	Jackson	MS	6	Jackson	32.3086744	-90.1983063
20230212	VinylChloride	Youngstown	OH	6	Youngstown	41.1035786	-80.6520161
20230212	VinylChloride	Chattanooga	TN	6	Chattanooga	35.0457219	-85.3094883
20230212	VinylChloride	Yuma AZ-El Centro	CA	5	El Centro	32.792	-115.563051
20230212	VinylChloride	Cedar Rapids-Waterloo-Iowa City & Dubuque	IA	5	Dubuque	42.5006243	-90.6647985
20230212	VinylChloride	Duluth MN-Superior	WI	5	Superior	46.7207737	-92.1040796
20230212	VinylChloride	Jacksonville	FL	5	Jacksonville	30.3321838	-81.655651
20230212	VinylChloride	Bakersfield	CA	5	Bakersfield	35.3738712	-119.0194639
20230212	VinylChloride	Ft. Wayne	IN	5	Ft. Wayne	41.0799898	-85.1386015
20230212	VinylChloride	Cleveland-Akron (Canton)	OH	5	Akron	41.083064	-81.518485
20230212	VinylChloride	Springfield	MO	4	Springfield	37.1968298	-93.2946576
20230212	VinylChloride	Medford-Klamath Falls	OR	4	Klamath Falls	42.224867	-121.7816704
20230212	VinylChloride	Cincinnati	OH	4	Cincinnati	39.1014537	-84.5124602
20230212	VinylChloride	Pittsburgh	PA	4	Pittsburgh	40.4416941	-79.9900861
20230212	VinylChloride	Greenville-New Bern-Washington	NC	4	Washington	35.8725573	-76.6215245
20230212	VinylChloride	Peoria-Bloomington	IL	4	Bloomington	40.4797828	-88.9939147
20230212	VinylChloride	Lafayette	LA	4	Lafayette	30.2043259	-92.0298813
20230212	VinylChloride	Yakima-Pasco-Richland-Kennewick	WA	4	Kennewick	46.2087066	-119.119919
20230212	VinylChloride	Harrisburg-Lancaster-Lebanon-York	PA	3	York	39.9067499	-76.7008946
20230212	VinylChloride	Boise	ID	3	Boise	43.6166163	-116.200886
20230212	VinylChloride	Tri-Cities	TN-VA	3	Cities	36.457685	-82.534731
20230212	VinylChloride	Columbus	OH	3	Columbus	39.9622601	-83.0007065
20230212	VinylChloride	Baton Rouge	LA	3	Baton Rouge	30.4507936	-91.1391153
20230212	VinylChloride	Kansas City	MO	3	Kansas City	39.100105	-94.5781416
20230212	VinylChloride	Buffalo	NY	3	Buffalo	42.8867166	-78.8783922
20230212	VinylChloride	Louisville	KY	3	Louisville	38.2542376	-85.759407
20230212	VinylChloride	Oklahoma City	OK	3	Oklahoma City	35.4729886	-97.5170536
20230212	VinylChloride	Charleston	SC	3	Charleston	32.7884363	-79.9399309
20230212	VinylChloride	Knoxville	TN	3	Knoxville	35.9603948	-83.9210261
20230212	VinylChloride	Toledo	OH	2	Toledo	41.6529143	-83.5378173
20230212	VinylChloride	Spokane	WA	2	Spokane	47.6571934	-117.42351
20230212	VinylChloride	Waco-Temple-Bryan	TX	2	Bryan	30.6743643	-96.3699632
20230212	VinylChloride	Raleigh-Durham (Fayetteville)	NC	2	Durham	35.996653	-78.9018053
20230212	VinylChloride	Providence RI-New Bedford	MA	2	New Bedford	41.6362152	-70.934205
20230212	VinylChloride	Detroit	MI	2	Detroit	42.3315509	-83.0466403
20230212	VinylChloride	Chicago	IL	2	Chicago	41.8755616	-87.6244212
20230212	VinylChloride	Indianapolis	IN	2	Indianapolis	39.7683331	-86.1583502
20230212	VinylChloride	Greenville-Spartanburg SC-Asheville NC-Anderson	SC	2	Anderson	34.5258335	-82.652962
20230212	VinylChloride	Denver	CO	2	Denver	39.7392364	-104.984862
20230212	VinylChloride	Portland-Auburn	ME	2	Auburn	44.0978509	-70.2311655
20230212	VinylChloride	Philadelphia	PA	2	Philadelphia	39.9527237	-75.1635262
20230212	VinylChloride	Des Moines-Ames	IA	2	Ames	42.0267567	-93.6170448
20230212	VinylChloride	Albany-Schenectady-Troy	NY	2	Troy	42.7284117	-73.6917878
20230212	VinylChloride	Orlando-Daytona Beach-Melbourne	FL	2	Melbourne	28.106471	-80.6371513
20230212	VinylChloride	Salt Lake City	UT	2	Salt Lake City	40.7596198	-111.886797
20230212	VinylChloride	Tulsa	OK	2	Tulsa	36.1563122	-95.9927516
20230212	VinylChloride	Memphis	TN	1	Memphis	35.1460249	-90.0517638
20230212	VinylChloride	Grand Rapids-Kalamazoo-Battle Creek	MI	1	Battle Creek	42.3192548	-85.1824269
20230212	VinylChloride	Norfolk-Portsmouth-Newport News	VA	1	Newport News	36.9775016	-76.42977
20230212	VinylChloride	Greensboro-High Point-Winston Salem	NC	1	Winston Salem	36.0998131	-80.2440518
20230212	VinylChloride	Nashville	TN	1	Nashville	36.1622767	-86.7742984
20230212	VinylChloride	Las Vegas	NV	1	Las Vegas	36.1672559	-115.148516
20230212	VinylChloride	Seattle-Tacoma	WA	1	Tacoma	47.2495798	-122.439874
20230212	VinylChloride	San Diego	CA	1	San Diego	32.7174202	-117.1627728
20230212	VinylChloride	San Antonio	TX	1	San Antonio	29.4246002	-98.4951405
20230212	VinylChloride	Portland	OR	1	Portland	45.5202471	-122.674194
20230212	VinylChloride	Boston MA-Manchester	NH	1	Manchester	42.9956397	-71.4547891
20230212	VinylChloride	Baltimore	MD	1	Baltimore	39.2908816	-76.610759
20230212	VinylChloride	Houston	TX	1	Houston	29.7589382	-95.3676974
20230212	VinylChloride	Tampa-St. Petersburg (Sarasota)	FL	1	St. Petersburg	27.7703796	-82.6695085
20230212	VinylChloride	San Francisco-Oakland-San Jose	CA	1	San Jose	37.3361663	-121.890591
20230212	VinylChloride	Dallas-Ft. Worth	TX	1	Ft. Worth	32.753177	-97.3327459
20230212	VinylChloride	Phoenix	AZ	1	Phoenix	33.4484367	-112.074141
20230212	VinylChloride	Los Angeles	CA	1	Los Angeles	34.0536909	-118.242766
20230212	VinylChloride	Atlanta	GA	1	Atlanta	33.7489924	-84.3902644
20230212	VinylChloride	Washington DC (Hagerstown	MD)	1	Washington DC	39.0108743	-77.17737392001567
20230212	VinylChloride	St. Louis	MO	1	St. Louis	38.6280278	-90.1910154
20230212	VinylChloride	Minneapolis-St. Paul	MN	1	St. Paul	44.9497487	-93.0931028
20230212	VinylChloride	New York	NY	1	New York	40.7127281	-74.0060152
20230212	VinylChloride	Hartford & New Haven	CT	1	New Haven	41.3082138	-72.9250518
20230212	VinylChloride	Austin	TX	1	Austin	30.2711286	-97.7436995
20230212	VinylChloride	West Palm Beach-Ft. Pierce	FL	1	Ft. Pierce	27.4467056	-80.3256056
20230212	VinylChloride	Charlotte	NC	1	Charlotte	35.2272086	-80.8430827
20230212	VinylChloride	Milwaukee	WI	1	Milwaukee	43.0349931	-87.922497
20230213	VinylChloride	Zanesville	OH	100	Zanesville	39.9403453	-82.0131924
20230213	VinylChloride	Victoria	TX	60	Victoria	28.8026443	-96.9766308
20230213	VinylChloride	Presque Isle	ME	56	Presque Isle	46.6832082	-68.0141431
20230213	VinylChloride	Greenwood-Greenville	MS	16	Greenville	33.4000633	-91.0551312
20230213	VinylChloride	Bluefield-Beckley-Oak Hill	WV	13	Oak Hill	37.9723339	-81.1487136
20230213	VinylChloride	Youngstown	OH	13	Youngstown	41.1035786	-80.6520161
20230213	VinylChloride	Marquette	MI	12	Marquette	46.4481521	-87.6305899
20230213	VinylChloride	Lafayette	IN	11	Lafayette	40.4167022	-86.8752869
20230213	VinylChloride	Jonesboro	AR	11	Jonesboro	35.8272257	-90.6949871
20230213	VinylChloride	Great Falls	MT	10	Great Falls	47.5048851	-111.29189
20230213	VinylChloride	Montgomery (Selma)	AL	10	Montgomery	32.3669656	-86.3006485
20230213	VinylChloride	Columbia-Jefferson City	MO	10	Jefferson City	38.577359	-92.1724265
20230213	VinylChloride	Clarksburg-Weston	WV	9	Weston	39.0384274	-80.467313
20230213	VinylChloride	Jackson	TN	8	Jackson	35.6144446	-88.8177418
20230213	VinylChloride	Evansville	IN	8	Evansville	37.9747645	-87.5558483
20230213	VinylChloride	Wheeling WV-Steubenville	OH	8	Steubenville	40.3697905	-80.6339638
20230213	VinylChloride	Minot-Bismarck-Dickinson(Williston)	ND	8	Dickinson	46.8791756	-102.7896242
20230213	VinylChloride	Columbus	GA	7	Columbus	32.4610708	-84.9880449
20230213	VinylChloride	Dayton	OH	7	Dayton	39.7589478	-84.1916069
20230213	VinylChloride	Traverse City-Cadillac	MI	6	Cadillac	44.3353211	-85.5741088
20230213	VinylChloride	Columbus	OH	6	Columbus	39.9622601	-83.0007065
20230213	VinylChloride	Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon	IL	6	Mount Vernon	38.3172715	-88.9031201
20230213	VinylChloride	Rochester	NY	6	Rochester	43.157285	-77.615214
20230213	VinylChloride	Cincinnati	OH	6	Cincinnati	39.1014537	-84.5124602
20230213	VinylChloride	Reno	NV	5	Reno	39.5261206	-119.8126581
20230213	VinylChloride	Erie	PA	5	Erie	42.1294712	-80.0852695
20230213	VinylChloride	Pittsburgh	PA	5	Pittsburgh	40.4416941	-79.9900861
20230213	VinylChloride	Topeka	KS	5	Topeka	39.049011	-95.677556
20230213	VinylChloride	Omaha	NE	5	Omaha	41.2587459	-95.9383758
20230213	VinylChloride	Lexington	KY	5	Lexington	38.0464066	-84.4970393
20230213	VinylChloride	Louisville	KY	4	Louisville	38.2542376	-85.759407
20230213	VinylChloride	Cleveland-Akron (Canton)	OH	4	Akron	41.083064	-81.518485
20230213	VinylChloride	Buffalo	NY	4	Buffalo	42.8867166	-78.8783922
20230213	VinylChloride	Augusta	GA	4	Augusta	33.4709714	-81.9748429
20230213	VinylChloride	Madison	WI	4	Madison	43.074761	-89.3837613
20230213	VinylChloride	Chattanooga	TN	4	Chattanooga	35.0457219	-85.3094883
20230213	VinylChloride	Davenport IA-Rock Island-Moline	IL	4	Moline	41.5058344	-90.5136642
20230213	VinylChloride	Toledo	OH	4	Toledo	41.6529143	-83.5378173
20230213	VinylChloride	Cedar Rapids-Waterloo-Iowa City & Dubuque	IA	4	Dubuque	42.5006243	-90.6647985
20230213	VinylChloride	Shreveport	LA	4	Shreveport	32.4707862	-93.7559378
20230213	VinylChloride	Tri-Cities	TN-VA	3	Cities	36.457685	-82.534731
20230213	VinylChloride	Johnstown-Altoona	PA	3	Altoona	40.518681	-78.394736
20230213	VinylChloride	Greenville-New Bern-Washington	NC	3	Washington	35.8725573	-76.6215245
20230213	VinylChloride	Wilkes Barre-Scranton	PA	3	Scranton	41.4086874	-75.6621294
20230213	VinylChloride	Flint-Saginaw-Bay City	MI	3	Bay City	43.5944677	-83.8888648
20230213	VinylChloride	Mobile AL-Pensacola (Ft. Walton Beach)	FL	3	Pensacola	30.421309	-87.2169149
20230213	VinylChloride	Oklahoma City	OK	3	Oklahoma City	35.4729886	-97.5170536
20230213	VinylChloride	Knoxville	TN	3	Knoxville	35.9603948	-83.9210261
20230213	VinylChloride	Ft. Smith-Fayetteville-Springdale-Rogers	AR	3	Rogers	36.3320197	-94.1185366
20230213	VinylChloride	Richmond-Petersburg	VA	3	Petersburg	37.227928	-77.4019268
20230213	VinylChloride	Bakersfield	CA	3	Bakersfield	35.3738712	-119.0194639
20230213	VinylChloride	Waco-Temple-Bryan	TX	3	Bryan	30.6743643	-96.3699632
